names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Luca,06/18/2021 ,79.0,"Animation, Comedy, Fantasy, Adventure",Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,"Jacob Tremblay, Luca Paguro (voice), Jack Dylan Grazer, Alberto Scorfano (voice), Emma Berman, Giulia Marcovaldo (voice), Saverio Raimondo, Ercole Visconti (voice), Maya Rudolph, Daniela Paguro (voice), Marco Barricelli, Massimo Marcovaldo (voice), Jim Gaffigan, Lorenzo Paguro (voice), Peter Sohn, Ciccio (voice), Lorenzo Crisci, Guido (voice)",Luca, Released, English,200000000.0,49750471.0,AU
Pirates of the Caribbean: Dead Man's Chest,07/06/2006 ,73.0,"Adventure, Fantasy, Action",Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,"Johnny Depp, Jack Sparrow, Orlando Bloom, Will Turner, Keira Knightley, Elizabeth Swann, Stellan Skarsgård, William ""Bootstrap Bill"" Turner, Bill Nighy, Davy Jones, Jack Davenport, James Norrington, Kevin McNally, Joshamee Gibbs, Jonathan Pryce, Weatherby Swann, Lee Arenberg, Pintel",Pirates of the Caribbean: Dead Man's Chest, Released, English,200000000.0,1065659812.0,AU
The Menu,11/18/2022 ,72.0,"Horror, Thriller, Comedy","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.","Ralph Fiennes, Chef Slowik, Anya Taylor-Joy, Margot, Nicholas Hoult, Tyler, Hong Chau, Elsa, Janet McTeer, Lillian, Reed Birney, Richard, Judith Light, Anne, John Leguizamo, Movie Star, Paul Adelstein, Ted",The Menu, Released, English,30000000.0,73040804.0,AU
Ice Age,03/21/2002 ,73.0,"Animation, Comedy, Family, Adventure","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.","Ray Romano, Manny (voice), John Leguizamo, Sid (voice), Denis Leary, Diego (voice), Goran Visnjic, Soto (voice), Jack Black, Zeke (voice), Cedric the Entertainer, Carl (voice), Stephen Root, Frank / Start (voice), Diedrich Bader, Oscar (voice), Alan Tudyk, Lenny / Oscar / Dab (voice)",Ice Age, Released, English,65000000.0,386116343.0,AU
Eureka: Eureka Seven Hi-Evolution,11/26/2021 ,61.0,"Animation, Drama, Adventure, Science Fiction","A virtual world in a scab coral (coral-like information life form) created by Eureka. Ten years have passed since the people of the virtual world appeared on this earth with the collapse. As a result of this “great fusion”, human beings in the virtual world call themselves “Green Earth”, and human beings on the old Earth call themselves “Blue Earth”, and various collisions will be repeated under the surface of the water. And Dewey Novak, a high-ranking official of the Green Earth Army, raises up with his colleagues to protect their dignity and finally puts into action a large-scale terrorist program.","Kaori Nazuka, Eureka (voice), Toru Furuya, Adrock Thurston (voice), Yuko Sanpei, Renton Thurston (voice), Toshiyuki Morikawa, Horando (voice), Michiko Neya, Taruho (voice), Koji Tsujitani, Dewey (voice)", EUREKA／交響詩篇エウレカセブン ハイエボリューション, Released, Japanese,139600000.0,350558192.6,JP
The Little Mermaid,07/05/1990 ,73.0,"Animation, Family, Fantasy",This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,"Jodi Benson, Ariel/Vanessa (voice), Samuel E. Wright, Sebastian (voice), Pat Carroll, Ursula (voice), Christopher Daniel Barnes, Prince Eric (voice), Kenneth Mars, King Triton (voice), Buddy Hackett, Scuttle (voice), Jason Marin, Flounder (voice), René Auberjonois, Louis (voice), Paddi Edwards, Flotsam & Jetsam (voice)",The Little Mermaid, Released, English,40000000.0,211343479.0,AU
Shrek Forever After,07/02/2010 ,63.0,"Comedy, Adventure, Fantasy, Animation, Family","A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.","Mike Myers, Shrek (voice), Eddie Murphy, Donkey (voice), Cameron Diaz, Princess Fiona (voice), Antonio Banderas, Puss in Boots (voice), Walt Dohrn, Rumpelstiltskin / Priest / Krekraw Ogre (voice), Julie Andrews, Queen Lillian (voice), John Cleese, King Harold (voice), Jon Hamm, Brogan (voice), Jane Lynch, Gretched (voice)",Shrek Forever After, Released, English,165000000.0,756244673.0,AU
Ghostbusters: Afterlife,01/01/2022 ,75.0,"Fantasy, Comedy, Adventure","When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.","Carrie Coon, Callie Spengler, Finn Wolfhard, Trevor Spengler, Mckenna Grace, Phoebe Spengler, Paul Rudd, Gary Grooberson, Logan Kim, Podcast, Celeste O'Connor, Lucky, Bill Murray, Dr. Peter Venkman, Dan Aykroyd, Dr. Raymond Stantz, Ernie Hudson, Winston Zeddemore",Ghostbusters: Afterlife, Released, English,75000000.0,203614138.0,AU
Sonic the Hedgehog,02/13/2020 ,74.0,"Action, Science Fiction, Comedy, Family","Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.","James Marsden, Tom Wachowski, Ben Schwartz, Sonic the Hedgehog (voice), Tika Sumpter, Maddie Wachowski, Natasha Rothwell, Rachel, Adam Pally, Wade Whipple, Neal McDonough, Major Bennington, Jim Carrey, Dr. Robotnik, Lee Majdoub, Agent Stone, Tom Butler, Vice Chairman Walters",Sonic the Hedgehog, Released, English,85000000.0,319715683.0,AU
Teasing Master Takagi-san: The Movie,06/10/2022 ,86.0,"Animation, Comedy, Romance","Takagi and Nishikata are in their final year of middle school, and have both anxiety and hope for the future. During the summer of their final year, on the day before summer vacation starts, the two find a kitten that they name Hana. They decide to take care of the kitten themselves until they can find its mother.","Yuki Kaji, Nishikata (voice), Rie Takahashi, Takagi-san (voice)", 劇場版 からかい上手の高木さん, Released, Japanese,189000000.0,1168749675.2,JP
Dragon Ball Z: Resurrection 'F',04/18/2015 ,68.0,"Action, Animation, Science Fiction","One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.","Masako Nozawa, Son Goku / Son Gohan / Son Goten (voice), Ryou Horikawa, Vegeta (voice), Ryusei Nakao, Frieza (voice), Koichi Yamadera, Beerus (voice), Masakazu Morita, Whis (voice), Hiromi Tsuru, Bulma Briefs (voice), Mayumi Tanaka, Kuririn (voice), Masaharu Sato, Kame Sen'in (voice), Toshio Furukawa, Piccolo (voice)", ドラゴンボールZ 復活の「F」, Released, Japanese,5000000.0,61768190.0,JP
The Guardians of the Galaxy Holiday Special,11/25/2022 ,73.0,"Comedy, Science Fiction, Adventure","On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.","Chris Pratt, Peter Quill / Star-Lord, Dave Bautista, Drax, Karen Gillan, Nebula, Pom Klementieff, Mantis, Vin Diesel, Groot (voice), Bradley Cooper, Rocket (voice), Sean Gunn, Kraglin, Rhett Miller, Bzermikitokolok, Murry Hammond, Alien Band (Kortolbookalia)",The Guardians of the Galaxy Holiday Special, Released, English,97200000.0,641749489.4,AU
Secret Headquarters,08/12/2022 ,68.0,"Action, Adventure, Comedy, Science Fiction, Family","While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.","Owen Wilson, Jack, Michael Peña, Argon, Walker Scobell, Charlie, Momona Tamada, Maya, Keith L. Williams, Berger, Abigail James Witherspoon, Lizzie, Jesse Williams, Irons, Jessie Mueller, Lily, Dustin Ingram, Jersey",Secret Headquarters, Released, English,143000000.0,420598835.4,US
The Princess and the Frog,01/10/2010 ,72.0,"Romance, Family, Animation","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","Anika Noni Rose, Tiana (voice), Bruno Campos, Prince Naveen (voice), Keith David, Dr. Facilier (voice), Michael-Leon Wooley, Louis (voice), Jennifer Cody, Charlotte (voice), Jim Cummings, Ray (voice), Peter Bartlett, Lawrence (voice), Jenifer Lewis, Mama Odie (voice), Oprah Winfrey, Eudora (voice)",The Princess and the Frog, Released, English,105000000.0,270997378.0,AU
365 Days: This Day,04/27/2022 ,59.0,"Romance, Drama","Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.","Anna-Maria Sieklucka, Laura Torricelli, Michele Morrone, Massimo Torricelli / Adriano Torricelli, Simone Susinna, Marcelo ""Nacho"" Matos, Magdalena Lamparska, Olga, Otar Saralidze, Domenico, Natasza Urbańska, Anna, Ramón Langa, Don Fernando Matos, Ewa Kasprzyk, Klara, Dariusz Jakubowski, Tomasz",365 Days: This Day, Released, Polish,162100000.0,437846475.2,AU
Faraway,03/08/2023 ,68.0,"Romance, Comedy","After inheriting a house on a Croatian island, a woman embarks on a spur-of-the-moment trip that reignites her joy in life and opens a door to new love.","Naomi Krauss, Zeynap Altin, Goran Bogdan, Josip, Adnan Maral, Ilyas Altin, Bahar Balci, Fia Altin, Artjom Gilz, Conrad, Davor Tomic, Drazen Cega",Faraway, Released, German,52900000.0,368167712.6,DE
Hellhole,10/26/2022 ,60.0,Horror,"In a monastery cut off from the world, the monks run a clinic for the possessed. One day, a young policeman Marek comes to the convent. Posing as a clergyman, he penetrates monastic life and tries to explain the recent, mysterious disappearance of several tormented inmates. It turns out, however, that there is no way out of the monastery.","Piotr Żurawski, Marek, Olaf Lubaszenko, Prior Andrzej, Sebastian Stankiewicz, Brother Piotr, Lech Dyblik, Brother Antoni, Rafał Iwaniuk, Brother Dawid, Krzysztof Satała, Young monk, Malwina Dubowska, Blonde, Zbigniew Waleryś, Priest, Antoni Augustyniak, Baby", Ostatnia Wieczerza, Released, Polish,146740000.0,301123555.2,PL
To Kill the Beast,04/28/2022 ,60.0,"Mystery, Fantasy, Thriller","Emilia arrives at her Aunt Inés' hostel located on the Argentina-Brazil border, looking for her missing brother. In this lush jungle a dangerous beast which takes the form of different animals seems to be roaming around.","Tamara Rocca, Emilia, Ana Brun, Inés, Julieth Micolta, Julieth, João Miguel, Lautaro, Sabrina Grinchspun, Helena, Kaique de Jesus, Joaquin, Carlos Griebler, , Melanie Gamonal, , Ariel Lorenzo, Jesus", Matar a la Bestia, Released," Spanish, Castilian",105000000.0,227896979.2,BR
Zootopia,03/17/2016 ,77.0,"Animation, Adventure, Family, Comedy","Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.","Jason Bateman, Nick Wilde (voice), Ginnifer Goodwin, Judy Hopps (voice), Idris Elba, Chief Bogo (voice), Jenny Slate, Assistant Mayor Dawn Bellwether (voice), Nate Torrence, Officer Benjamin Clawhauser (voice), Bonnie Hunt, Bonnie Hopps (voice), Don Lake, Stu Hopps (voice), Tommy Chong, Yax (voice), J.K. Simmons, Mayor Leodore Lionheart (voice)",Zootopia, Released, English,150000000.0,1002462578.0,AU
The Book of Daniel,10/01/2013 ,73.0,"Fantasy, Drama","Taken into slavery after the fall of Jerusalem in 605 B.C., Daniel is forced to serve the most powerful king in the world, King Nebuchadnezzar. Faced with imminent death, Daniel proves himself a trusted Advisor and is placed among the king's wise men. Threatened by death at every turn Daniel never ceases to serve the king until he is forced to choose between serving the king or honoring God. With his life at stake, Daniel has nothing but his faith to stand between him and the lions den.","Robert Miano, Old Daniel, Andrew Bongiorno, Daniel, Lance Henriksen, Cyrus, Kevin McCorkle, Croesus, Rolf Saxon, Nebuchadnezzar, Peter Kluge, Darius, Liam Matthews, Hootan, Ben Maccabee, Basha, Alice Amter, Itani",The Book of Daniel, Released, English,92600000.0,428471214.2,US
Lesson Plan,11/23/2022 ,63.0,"Action, Crime","After a teacher dies, his best friend — a former cop — takes a job at the school where he worked to confront the gang he thinks was responsible.","Piotr Witkowski, , Jan Wieczorkowski, , Antonina Jarnuszkiewicz, , Nicolas Przygoda, , Daniel Namiotko, , Rafał Zawierucha, , Zuzanna Galewicz, , Pascal Fischer, , Marcin Bosak, ", Plan lekcji, Released, Polish,121600000.0,343621307.4,AU
Free Guy,09/09/2021 ,76.0,"Comedy, Adventure, Science Fiction",A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,"Ryan Reynolds, Guy, Jodie Comer, Millie Rusk / Molotovgirl, Joe Keery, Walter 'Keys' McKeys, Lil Rel Howery, Buddy, Utkarsh Ambudkar, Mouser, Taika Waititi, Antwan Hovachelik, Channing Tatum, Revenjamin Buttons, Aaron W Reed, Dude, Britne Oldford, Barista",Free Guy, Released, English,110000000.0,331526598.0,AU
Malvada,12/29/2022 ,74.0,"Comedy, Fantasy, Romance",A desperate mother contacts his son's ex-girlfriend to tell her that he's about to marry a wicked witch.,"Michelle Renaud, Bruja Laura, Giselle Kuri, Fernanda, Anabel Ferreira, Mamá Maru, Mercedes Hernández, Josefina, Giuseppe Gamba, Daniel, Manuel Calderón, Tato, Alex Fernández, Pato, María Rojo, Doña Claudia",Malvada, Released," Spanish, Castilian",88200000.0,429165998.8,MX
